"","CU_Name","x_bar","CI_0.025","CI_0.500","CI_0.975"
"1","Middle_Fraser",1861.24676601817,1038.05831582593,1728.74924358383,3377.33145862508
"2","Fraser_Canyon",820.256533979756,141.704397351424,388.23325551049,2253.86290463658
"3","Lower_Thompson",2028.66160260622,943.86009247075,1847.60136928021,4065.59809022915
"4","North_Thompson",2944.58150178629,1546.76132433598,2701.91428952048,5637.12186466903
"5","South_Thompson",3039.69922264615,1328.85504966719,2705.69597829048,5808.17115477949
