"","CU_Name","x_bar","CI_0.025","CI_0.500","CI_0.975"
"1","Middle_Fraser",2612.36162076569,1818.21498076478,2539.57522918226,3796.81046615341
"2","Fraser_Canyon",1600.55197479951,902.956125243192,1168.35890272756,2647.37933627537
"3","Lower_Thompson",2978.63715432759,1920.4437368934,2945.64019652491,4337.51901666686
"4","North_Thompson",5505.35257611085,4082.76997455127,5416.48807602107,7324.10080074122
"5","South_Thompson",4000.87725770712,2391.72462222946,4005.10599522767,5745.81108314741
